what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384291566722
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1384291569686
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1384291570966
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384291582934
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1384291603908
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384291606462
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384291606683
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384291606931
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384291609251
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384291611105
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1384291613481
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384291722972
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1384291801972
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384291804025
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1384291806628
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384292030149
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384292290284
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384292304685
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384292306486
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384292459789
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384292774833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384292870670
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384292916402
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293017030
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293029212
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1384293142960
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1384293144226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293148334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293162217
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293169728
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293186925
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1384293207988
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1384293208118
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.1.v201201112313,"org.eclipse.wst.jsdt.debug.rhino.ui",1384293208143
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1384293208335
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1384293208355
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1384293208864
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1384293209185
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1384293209359
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384293224044
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384293225734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293235607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293242881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293261991
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293267723
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384293292633
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384293297565
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384293298219
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293301166
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293308864
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1384293316866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293321527
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293339631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293375629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293383608
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384293386873
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1384293387451
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1384293388605
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384293388685
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1384293388723
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384293404176
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1384293404199
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1384293462086
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293514510
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293520511
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384293798165
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1384293847152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293870778
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293873812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293894856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293903025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293908985
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293920807
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293924497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293926272
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384293931527
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384293932620
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293938345
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384293940275
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384293940339
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384293947675
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384293947675
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384293948909
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384293949913
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384293953028
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384293957663
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1384293975478
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384293990278
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384293991336
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384294014327
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384294049484
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1384294055901
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384294056181
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384294056292
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1384294056312
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384294059213
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1384294062987
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384294142405
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384294157951
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384294163632
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384294163632
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1384294204798
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384294205045
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384294205157
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1384294205182
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384294216331
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384294216424
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384294216424
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1384294220621
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384294220778
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1384294220797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384294233982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384294276791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384295595239
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384295625554
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384295635800
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384295649438
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384295675329
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384295691767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384295715376
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384295778231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384295790730
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384295795734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384296125680
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1384296333239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384296342912
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.generate.javadoc",1384296356790
